保險商品名稱,基金代碼,基金名稱,一個月％,三個月％,六個月％,今年來％,一年％
新溢起愛變額萬能壽險,AMU022,摩根多重收益基金（每月派息）,2.18,4.73,7.67,3.61,12.39
新溢起愛變額萬能壽險,AMU038,摩根多重收益基金,2.18,4.73,7.66,3.61,12.38
新溢起愛變額萬能壽險,AMU064,摩根環球債券收益基金,0.69,1.26,2.33,0.68,5.61
新溢起愛變額萬能壽險,AMU065,摩根環球債券收益基金（每月配息）,0.65,1.3,2.34,0.65,5.55
新溢起愛變額萬能壽險,AMU073,委託摩根投資帳戶-用心收益平衡型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.67,4.82,8.53,3.38,14.04
新溢起愛變額萬能壽險,ANU019,晉達環球環境基金,4.86,9.71,13.09,8.97,23.04
新溢起愛變額萬能壽險,AWU013,安聯收益成長基金,-0.7,1.64,4.78,0.95,10.35
新溢起愛變額萬能壽險,BRU004,貝萊德環球資產配置基金,0.19,4.74,9.25,3.0,18.54
新溢起愛變額萬能壽險,BRU020,貝萊德世界健康科學基金,0.85,1.25,13.77,2.31,6.97
新溢起愛變額萬能壽險,BRU021,貝萊德永續能源基金,3.91,14.63,23.44,11.26,51.71
新溢起愛變額萬能壽險,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
新溢起愛變額萬能壽險,BRU071,貝萊德ESG社會責任多元資產基金,1.15,5.19,11.12,3.95,15.5
新溢起愛變額萬能壽險,BRU072,貝萊德ESG社會責任多元資產基金(每月配息),0.83,4.82,10.73,3.65,15.19
新溢起愛變額萬能壽險,BSU035,委託施羅德投資帳戶─強積金成長累積型,2.6,7.64,12.93,5.95,20.97
新溢起愛變額萬能壽險,BSU056,施羅德環球永續增長基金,0.57,5.41,8.09,1.99,14.69
新溢起愛變額萬能壽險,BSU063,施羅德環球環球能源轉型股票基金,1.24,12.51,17.68,7.66,45.48
新溢起愛變額萬能壽險,BSU064,委託施羅德投資帳戶-強積金成長型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.55,7.35,12.4,5.77,19.69
月月滿溢變額壽險,ABU059,委託聯博投資帳戶-全球多元資產收益型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.75,4.6,7.82,3.84,13.86
月月滿溢變額壽險,ACT002,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
月月滿溢變額壽險,ACU019,委託國泰投資帳戶-SMART股債平衡型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.96,8.42,12.67,7.15,17.57
月月滿溢變額壽險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月滿溢變額壽險,AFU064,委託富達投資帳戶-全天候入息型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),3.1,9.33,12.31,7.5,19.45
月月滿溢變額壽險,AMU073,委託摩根投資帳戶-用心收益平衡型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.67,4.82,8.53,3.38,14.04
月月滿溢變額壽險,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
月月滿溢變額壽險,BSU035,委託施羅德投資帳戶─強積金成長累積型,2.6,7.64,12.93,5.95,20.97
月月滿溢變額壽險,BSU064,委託施羅德投資帳戶-強積金成長型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.55,7.35,12.4,5.77,19.69
月月滿溢外幣變額壽險,ABU059,委託聯博投資帳戶-全球多元資產收益型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.75,4.6,7.82,3.84,13.86
月月滿溢外幣變額壽險,ACU019,委託國泰投資帳戶-SMART股債平衡型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.96,8.42,12.67,7.15,17.57
月月滿溢外幣變額壽險,AFU054,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月滿溢外幣變額壽險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月滿溢外幣變額壽險,AFU064,委託富達投資帳戶-全天候入息型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),3.1,9.33,12.31,7.5,19.45
月月滿溢外幣變額壽險,AMU073,委託摩根投資帳戶-用心收益平衡型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.67,4.82,8.53,3.38,14.04
月月滿溢外幣變額壽險,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
月月滿溢外幣變額壽險,BSU035,委託施羅德投資帳戶─強積金成長累積型,2.6,7.64,12.93,5.95,20.97
月月滿溢外幣變額壽險,BSU064,委託施羅德投資帳戶-強積金成長型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.55,7.35,12.4,5.77,19.69
月月滿溢變額年金保險,ABU059,委託聯博投資帳戶-全球多元資產收益型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.75,4.6,7.82,3.84,13.86
月月滿溢變額年金保險,ACT002,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
月月滿溢變額年金保險,ACU019,委託國泰投資帳戶-SMART股債平衡型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.96,8.42,12.67,7.15,17.57
月月滿溢變額年金保險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月滿溢變額年金保險,AFU064,委託富達投資帳戶-全天候入息型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),3.1,9.33,12.31,7.5,19.45
月月滿溢變額年金保險,AMU073,委託摩根投資帳戶-用心收益平衡型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.67,4.82,8.53,3.38,14.04
月月滿溢變額年金保險,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
月月滿溢變額年金保險,BSU035,委託施羅德投資帳戶─強積金成長累積型,2.6,7.64,12.93,5.95,20.97
月月滿溢變額年金保險,BSU064,委託施羅德投資帳戶-強積金成長型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.55,7.35,12.4,5.77,19.69
月月滿溢外幣變額年金保險,ABU059,委託聯博投資帳戶-全球多元資產收益型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.75,4.6,7.82,3.84,13.86
月月滿溢外幣變額年金保險,ACU019,委託國泰投資帳戶-SMART股債平衡型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.96,8.42,12.67,7.15,17.57
月月滿溢外幣變額年金保險,AFU054,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月滿溢外幣變額年金保險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月滿溢外幣變額年金保險,AFU064,委託富達投資帳戶-全天候入息型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),3.1,9.33,12.31,7.5,19.45
月月滿溢外幣變額年金保險,AMU073,委託摩根投資帳戶-用心收益平衡型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.67,4.82,8.53,3.38,14.04
月月滿溢外幣變額年金保險,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
月月滿溢外幣變額年金保險,BSU035,委託施羅德投資帳戶─強積金成長累積型,2.6,7.64,12.93,5.95,20.97
月月滿溢外幣變額年金保險,BSU064,委託施羅德投資帳戶-強積金成長型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.55,7.35,12.4,5.77,19.69
月月泰利變額年金保險,ACT002,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
月月泰利變額年金保險,ACT026,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
月月泰利變額年金保險,ACT048,委託國泰投資帳戶-泰享利台幣投資組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),7.27,19.65,33.33,13.89,42.17
月月泰利變額年金保險,ACU020,委託國泰投資帳戶-ＭＩＴ多元收益組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.77,8.33,11.31,7.39,17.7
月月泰利變額年金保險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月泰利變額年金保險,AIU003,委託國泰投顧投資帳戶-泰優利組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.33,6.47,9.35,5.45,11.45
月月泰利變額年金保險,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
月月泰利外幣變額年金保險,ACU020,委託國泰投資帳戶-ＭＩＴ多元收益組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.77,8.33,11.31,7.39,17.7
月月泰利外幣變額年金保險,AFU054,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月泰利外幣變額年金保險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月泰利外幣變額年金保險,AIU003,委託國泰投顧投資帳戶-泰優利組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.33,6.47,9.35,5.45,11.45
月月泰利外幣變額年金保險,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
月月泰利變額壽險,ACT002,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
月月泰利變額壽險,ACT026,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
月月泰利變額壽險,ACT048,委託國泰投資帳戶-泰享利台幣投資組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),7.27,19.65,33.33,13.89,42.17
月月泰利變額壽險,ACU020,委託國泰投資帳戶-ＭＩＴ多元收益組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.77,8.33,11.31,7.39,17.7
月月泰利變額壽險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月泰利變額壽險,AIU003,委託國泰投顧投資帳戶-泰優利組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.33,6.47,9.35,5.45,11.45
月月泰利變額壽險,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
月月泰利外幣變額壽險,ACU020,委託國泰投資帳戶-ＭＩＴ多元收益組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.77,8.33,11.31,7.39,17.7
月月泰利外幣變額壽險,AFU054,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月泰利外幣變額壽險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
月月泰利外幣變額壽險,AIU003,委託國泰投顧投資帳戶-泰優利組合(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.33,6.47,9.35,5.45,11.45
月月泰利外幣變額壽險,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
(新)心鑫相連變額萬能壽險<已停售/暫時停止銷售>,ABU037,委託聯博投資帳戶－全球多元資產收益型（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.67,4.59,7.85,3.82,14.1
(新)心鑫相連變額萬能壽險<已停售/暫時停止銷售>,ACU005,委託國泰投資帳戶─ＳＭＡＲＴ股債平衡型（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.92,8.54,13.06,7.12,17.93
(新)心鑫相連變額萬能壽險<已停售/暫時停止銷售>,AFU043,委託富達投資帳戶─全天候入息型（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),3.19,9.49,12.62,7.57,19.65
(新)心鑫相連變額萬能壽險<已停售/暫時停止銷售>,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
(新)心鑫相連變額萬能壽險<已停售/暫時停止銷售>,AMU048,委託摩根投資帳戶─用心收益平衡型（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.69,4.86,8.63,3.42,14.24
(新)心鑫相連變額萬能壽險<已停售/暫時停止銷售>,BRU027,貝萊德美元儲備基金,0.29,0.86,1.85,0.53,3.84
(新)心鑫相連變額萬能壽險<已停售/暫時停止銷售>,BSU035,委託施羅德投資帳戶─強積金成長累積型,2.6,7.64,12.93,5.95,20.97
(新)心鑫相連變額萬能壽險<已停售/暫時停止銷售>,BSU036,委託施羅德投資帳戶─股債收益平衡（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.27,6.59,11.3,5.08,16.69
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA003,聯博亞洲股票基金 AD(澳幣避險),9.71,27.97,41.9,21.59,62.75
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA005,聯博全球非投資等級債券基金ＡＡ（澳幣避險）,-0.95,0.43,1.52,-0.11,4.49
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA006,聯博美國收益基金ＡＡ（澳幣避險）,0.31,0.59,1.82,0.65,5.08
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA007,聯博歐洲收益基金ＡＡ（澳幣避險）,0.29,1.08,2.37,1.0,4.02
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA008,聯博短期債券基金AA(澳幣避險),0.18,0.53,1.31,0.38,3.25
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA009,聯博新興市場債券基金ＡＡ（澳幣避險）,0.61,2.71,6.48,2.04,10.45
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA011,委託聯博投資帳戶－澳幣環球穩健型（現金撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.15,2.11,5.13,2.21,9.7
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA012,聯博新興市場多元收益基金ＡＤ（澳幣避險）,4.26,15.1,21.79,12.89,31.86
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA013,聯博美國成長基金ＡＤ（澳幣避險）,-3.82,-3.96,-1.34,-3.1,10.4
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA014,聯博優化波動股票基金AD(澳幣避險),-1.29,-0.36,1.75,-0.38,7.11
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA015,委託聯博投資帳戶－澳幣環球穩健型（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.15,2.11,5.13,2.21,9.7
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA016,聯博房貸收益基金AA(澳幣避險),-0.13,0.6,2.26,0.31,4.56
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ABA017,聯博全球靈活收益基金（每月配息）（澳幣避險）,1.24,1.18,2.2,1.45,3.49
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ACA001,委託國泰投資帳戶─澳幣全球收益（現金撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.04,4.48,8.17,3.36,10.75
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ACA002,委託國泰投資帳戶─澳幣全球收益（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),2.04,4.48,8.17,3.36,10.75
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AEA001,首源亞洲優質債券基金(每月配息)(澳幣避險),1.43,0.97,2.34,0.97,4.86
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AFA002,富達全球入息基金（Ａ股月配息）（澳幣避險）,7.55,10.79,12.5,8.66,17.89
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AFA003,富達美元非投資等級債券基金（Ａ股月配息）（澳幣避險）,0.32,1.88,3.11,0.93,6.32
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AFA004,富達新興市場債券基金（Ａ股月配息）（澳幣避險）,1.24,3.9,8.21,2.94,12.51
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AFA006,富達亞洲非投資等級債券基金(A股月配息)(澳幣避險),0.93,3.63,5.83,2.84,9.73
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AFA007,富達歐洲入息基金(A股月配息)(澳幣避險),5.69,7.73,9.43,5.04,12.49
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AGA001,高盛投資級公司債基金(月配)(澳幣對沖),0.97,0.84,3.02,1.03,5.53
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AGA002,高盛亞洲債券基金(月配)(澳幣對沖),1.04,1.6,3.47,1.37,6.4
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AGA003,高盛新興市場債券基金(月配)(澳幣對沖),1.56,3.41,7.58,2.31,12.27
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AGA004,高盛環球非投資等級債券基金(月配)(澳幣對沖),0.38,1.67,2.28,0.97,5.5
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AGA005,高盛歐元高股息基金(每月配息)(澳幣對沖),5.46,10.79,12.41,6.73,20.11
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AGA006,高盛環球高股息基金(每月配息)(澳幣對沖),5.17,8.21,9.83,6.2,14.95
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AGA008,高盛美國高股息基金(每月配息)(澳幣對沖),2.07,1.57,3.92,1.73,5.1
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AGA010,高盛旗艦多元資產基金(每月配息)(澳幣對沖),0.61,0.79,3.43,0.97,1.81
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AHA001,瀚亞投資優質公司債基金Ａａｄｍｃ１（澳幣避險）,1.23,1.28,3.3,1.36,5.21
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AHA002,瀚亞投資全球新興市場債券基金Ａａｄｍｃ１（澳幣避險）,1.39,3.2,8.96,2.52,14.14
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AHA003,瀚亞投資全球價值股票基金Ａａｄｍｃ１（澳幣避險）,2.57,9.69,14.03,7.08,27.36
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AHA004,瀚亞投資亞洲債券基金Aadm(澳幣避險),1.05,1.41,3.66,1.47,6.2
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AMA001,摩根多重收益基金(利率入息)(澳幣對沖),2.05,4.6,7.27,3.49,11.44
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AMA002,摩根亞太入息基金（利率入息）（澳幣對沖）,3.82,7.75,12.64,6.5,21.8
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AMA003,摩根環球非投資等級債券基金（利率入息）（澳幣對沖）,0.1,1.65,2.8,0.74,6.82
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AMA004,摩根新興市場企業債券基金（利率入息）（澳幣對沖）,0.28,1.4,2.66,0.77,6.3
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AMA005,摩根新興市場本地貨幣債券基金（利率入息）（澳幣對沖）,1.8,6.34,8.94,4.4,19.3
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AMA006,委託摩根投資帳戶─澳幣多重收益組合（現金撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.51,2.75,6.45,2.13,9.91
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AMA007,委託摩根投資帳戶─澳幣多重收益組合（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.51,2.75,6.45,2.13,9.91
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ANA001,晉達新興市場公司債券基金(每月配息)(澳幣避險),0.33,1.31,1.47,0.85,4.25
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ARA001,霸菱成熟及新興市場非投資等級債券基金（每月配息）（澳幣避險）,0.3,1.49,2.21,1.47,5.24
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,ASA001,摩根士丹利環球平衡收益基金(每月配息)(澳幣對沖),1.32,3.29,7.35,2.47,5.22
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AWA001,安聯收益成長基金（每月配息）（澳幣避險）,-0.74,1.5,4.4,0.89,9.27
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AWA002,安聯亞洲靈活債券基金(每月配息)(澳幣避險),0.9,1.35,2.97,1.2,5.76
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,AWA003,安聯全球新興市場高股息基金(每月配息)(澳幣避險),5.79,16.16,23.37,13.93,25.78
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BRA001,貝萊德亞洲老虎債券基金 A8(澳幣避險),0.68,1.69,4.23,1.54,7.57
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BRA003,貝萊德美元非投資等級債券基金 A8(澳幣避險),-0.72,0.59,2.02,-0.22,5.54
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BRA005,貝萊德新興市場債券基金 A8(澳幣避險),0.58,3.03,8.06,1.96,12.18
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BRA006,貝萊德環球非投資等級債券基金 A8(澳幣避險),-0.49,0.97,1.96,0.03,5.15
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BRA008,貝萊德全球股票收益基金Ａ８（澳幣避險）,0.65,5.29,11.19,4.25,15.49
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BRA010,貝萊德環球企業債券基金Ａ８（澳幣避險）,0.94,0.97,3.15,1.14,5.36
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA001,施羅德新興市場債券基金(每月配息)(澳幣對沖),1.87,5.36,7.89,4.19,13.66
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA002,施羅德環球企業債券基金（每月配息）（澳幣對沖）,0.48,0.87,2.5,0.79,4.36
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA003,施羅德環球非投資等級債券基金（每月配息）（澳幣對沖）,-0.5,1.11,1.38,0.31,5.06
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA004,施羅德環球股債收息基金（每月配息）（澳幣對沖）,1.17,4.94,7.85,3.1,13.68
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA005,施羅德亞洲高息股債基金（每月配息）（澳幣對沖）,6.02,12.13,17.08,10.1,24.28
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA006,施羅德亞洲股息基金(每月配息)(澳幣對沖),8.14,18.82,24.17,14.44,40.72
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA007,委託施羅德投資帳戶－澳幣雙平衡（現金撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.61,4.53,9.58,3.74,14.53
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA008,委託施羅德投資帳戶－澳幣雙平衡（單位撥回）(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.61,4.53,9.58,3.74,14.53
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA009,施羅德環球收息債券基金(每月配息)(澳幣避險),0.27,0.93,2.32,0.56,6.27
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BSA010,施羅德環球多元收益基金（每月配息）（澳幣避險）,1.22,5.26,9.57,3.43,15.02
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BXA001,安盛美國非投資等級債券基金(每月配息)(澳幣避險),-0.19,1.04,1.77,0.13,5.12
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BZA005,瑞銀(盧森堡)美元基金(澳幣避險累積),0.29,0.79,,0.47,
(超)(新)澳利富外幣變額年金保險<已停售/暫時停止銷售>,BZA006,瑞銀(盧森堡)美元基金(澳幣避險累積),0.29,0.79,,0.47,
鑫超澳利富外幣變額年金保險,ABA003,聯博亞洲股票基金 AD(澳幣避險),9.71,27.97,41.9,21.59,62.75
鑫超澳利富外幣變額年金保險,ABA006,聯博美國收益基金ＡＡ（澳幣避險）,0.31,0.59,1.82,0.65,5.08
鑫超澳利富外幣變額年金保險,ABA007,聯博歐洲收益基金ＡＡ（澳幣避險）,0.29,1.08,2.37,1.0,4.02
鑫超澳利富外幣變額年金保險,ABA008,聯博短期債券基金AA(澳幣避險),0.18,0.53,1.31,0.38,3.25
鑫超澳利富外幣變額年金保險,ABA012,聯博新興市場多元收益基金ＡＤ（澳幣避險）,4.26,15.1,21.79,12.89,31.86
鑫超澳利富外幣變額年金保險,ABA013,聯博美國成長基金ＡＤ（澳幣避險）,-3.82,-3.96,-1.34,-3.1,10.4
鑫超澳利富外幣變額年金保險,ABA014,聯博優化波動股票基金AD(澳幣避險),-1.29,-0.36,1.75,-0.38,7.11
鑫超澳利富外幣變額年金保險,ABA016,聯博房貸收益基金AA(澳幣避險),-0.13,0.6,2.26,0.31,4.56
鑫超澳利富外幣變額年金保險,ABA017,聯博全球靈活收益基金（每月配息）（澳幣避險）,1.24,1.18,2.2,1.45,3.49
鑫超澳利富外幣變額年金保險,ABA018,委託聯博投資帳戶-澳幣環球穩健型(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.1,2.03,5.13,2.11,9.07
鑫超澳利富外幣變額年金保險,ACA003,委託國泰投資帳戶-澳幣全球收益(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.98,4.4,7.96,3.38,10.53
鑫超澳利富外幣變額年金保險,AEA001,首源亞洲優質債券基金(每月配息)(澳幣避險),1.43,0.97,2.34,0.97,4.86
鑫超澳利富外幣變額年金保險,AFA002,富達全球入息基金（Ａ股月配息）（澳幣避險）,7.55,10.79,12.5,8.66,17.89
鑫超澳利富外幣變額年金保險,AFA007,富達歐洲入息基金(A股月配息)(澳幣避險),5.69,7.73,9.43,5.04,12.49
鑫超澳利富外幣變額年金保險,AGA001,高盛投資級公司債基金(月配)(澳幣對沖),0.97,0.84,3.02,1.03,5.53
鑫超澳利富外幣變額年金保險,AGA002,高盛亞洲債券基金(月配)(澳幣對沖),1.04,1.6,3.47,1.37,6.4
鑫超澳利富外幣變額年金保險,AGA005,高盛歐元高股息基金(每月配息)(澳幣對沖),5.46,10.79,12.41,6.73,20.11
鑫超澳利富外幣變額年金保險,AGA006,高盛環球高股息基金(每月配息)(澳幣對沖),5.17,8.21,9.83,6.2,14.95
